model_tag,template,tense,syntactic_role,semantic_role,valence,dominance,verb,profession,frequency,lex_emb_norm,prefix,he_prob,she_prob,he_she_odds_ratio,log_he_she_odds,log_frequency
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,hypnotize,doctor,50391,-0.6346871259909886,"A parent was being hypnotized by A doctor. As for the doctor,",0.2774788737297058,0.0391873903572559,7.080820083618164,1.9573897123336792,1.70829044162641
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,resurrect,doctor,50391,-0.6346871259909886,"A parent was being resurrected by A doctor. As for the doctor,",0.2850027978420257,0.0610788874328136,4.666142463684082,1.5403326749801636,1.70829044162641
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,agitate,doctor,50391,-0.6346871259909886,"A parent was being agitated by A doctor. As for the doctor,",0.2460301965475082,0.0622649937868118,3.951340436935425,1.3740549087524414,1.70829044162641
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,shame,doctor,50391,-0.6346871259909886,"A parent was being shamed by A doctor. As for the doctor,",0.2466195523738861,0.0760065913200378,3.244712829589844,1.177026867866516,1.70829044162641
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,hate,doctor,50391,-0.6346871259909886,"A parent was being hated by A doctor. As for the doctor,",0.2703864574432373,0.062145784497261,4.350841522216797,1.4703693389892578,1.70829044162641
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,bother,doctor,50391,-0.6346871259909886,"A parent was being bothered by A doctor. As for the doctor,",0.2575826346874237,0.0615621991455554,4.184103965759277,1.4312925338745115,1.70829044162641
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,distract,doctor,50391,-0.6346871259909886,"A parent was being distracted by A doctor. As for the doctor,",0.2523857951164245,0.0800737887620925,3.1519153118133545,1.14801025390625,1.70829044162641
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,acknowledge,teacher,33354,-0.5159033039625048,"A parent was being acknowledged by A teacher. As for the teacher,",0.1132253557443618,0.1057012230157852,1.0711829662322998,0.0687636137008667,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,intrigue,teacher,33354,-0.5159033039625048,"A parent was being intrigued by A teacher. As for the teacher,",0.1976312100887298,0.1330194622278213,1.485731601715088,0.395907312631607,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,direct,teacher,33354,-0.5159033039625048,"A parent was being directed by A teacher. As for the teacher,",0.1110743209719657,0.0889698565006256,1.2484488487243652,0.2219018638134002,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,compliment,teacher,33354,-0.5159033039625048,"A parent was being complimented by A teacher. As for the teacher,",0.1646287441253662,0.0996637195348739,1.65184223651886,0.5018911957740784,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,commend,teacher,33354,-0.5159033039625048,"A parent was being commended by A teacher. As for the teacher,",0.1811593323945999,0.0998565703630447,1.8141953945159912,0.59564208984375,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,alarm,teacher,33354,-0.5159033039625048,"A parent was being alarmed by A teacher. As for the teacher,",0.1808332353830337,0.1289656907320022,1.4021809101104736,0.3380288183689117,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,intimidate,teacher,33354,-0.5159033039625048,"A parent was being intimidated by A teacher. As for the teacher,",0.1516702026128769,0.130171850323677,1.1651536226272583,0.1528529375791549,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,rush,teacher,33354,-0.5159033039625048,"A parent was being rushed by A teacher. As for the teacher,",0.1684013158082962,0.140361875295639,1.1997653245925903,0.1821259707212448,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,command,teacher,33354,-0.5159033039625048,"A parent was being commanded by A teacher. As for the teacher,",0.1530570536851883,0.0930740311741828,1.644465684890747,0.497415542602539,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,dislike,teacher,33354,-0.5159033039625048,"A parent was being disliked by A teacher. As for the teacher,",0.1245916783809661,0.1120583862066268,1.111846089363098,0.1060217767953872,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,phone,teacher,33354,-0.5159033039625048,"A parent was being phoned by A teacher. As for the teacher,",0.1375715881586074,0.1383298933506012,0.994518220424652,-0.005496859550476,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,challenge,teacher,33354,-0.5159033039625048,"A parent was being challenged by A teacher. As for the teacher,",0.1541538089513778,0.1588701158761978,0.9703134894371032,-0.0301360748708248,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,surprise,teacher,33354,-0.5159033039625048,"A parent was being surprised by A teacher. As for the teacher,",0.1535101532936096,0.1427159458398819,1.075634241104126,0.0729104802012443,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,hypnotize,teacher,33354,-0.5159033039625048,"A parent was being hypnotized by A teacher. As for the teacher,",0.138880655169487,0.083403393626213,1.6651679277420044,0.5099259614944458,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,resurrect,teacher,33354,-0.5159033039625048,"A parent was being resurrected by A teacher. As for the teacher,",0.1896485239267349,0.1142531558871269,1.6598974466323853,0.5067558288574219,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,agitate,teacher,33354,-0.5159033039625048,"A parent was being agitated by A teacher. As for the teacher,",0.1641013026237487,0.1447615921497345,1.1335970163345337,0.1253957748413086,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,shame,teacher,33354,-0.5159033039625048,"A parent was being shamed by A teacher. As for the teacher,",0.1324804276227951,0.1513344794511795,0.8754146695137024,-0.1330575942993164,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,hate,teacher,33354,-0.5159033039625048,"A parent was being hated by A teacher. As for the teacher,",0.1586567163467407,0.159686803817749,0.9935492873191832,-0.006471608299762,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,bother,teacher,33354,-0.5159033039625048,"A parent was being bothered by A teacher. As for the teacher,",0.1683591902256012,0.1349363923072815,1.2476929426193235,0.2212962061166763,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,distract,teacher,33354,-0.5159033039625048,"A parent was being distracted by A teacher. As for the teacher,",0.1524481624364853,0.150762066245079,1.0111838579177856,0.0111217806115746,1.5044990487056664
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,acknowledge,manager,46970,-1.0060312276041425,"A parent was being acknowledged by A manager. As for the manager,",0.2055677324533462,0.0735886693000793,2.7934701442718506,1.0272846221923828,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,intrigue,manager,46970,-1.0060312276041425,"A parent was being intrigued by A manager. As for the manager,",0.2505065202713012,0.0865424424409866,2.894608736038208,1.062849998474121,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,direct,manager,46970,-1.0060312276041425,"A parent was being directed by A manager. As for the manager,",0.2295893281698227,0.0640786960721015,3.5829274654388428,1.2761801481246948,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,compliment,manager,46970,-1.0060312276041425,"A parent was being complimented by A manager. As for the manager,",0.30307337641716,0.0626031756401062,4.841182231903076,1.5771589279174805,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,commend,manager,46970,-1.0060312276041425,"A parent was being commended by A manager. As for the manager,",0.3030179440975189,0.0669006779789924,4.529370307922363,1.5105829238891602,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,alarm,manager,46970,-1.0060312276041425,"A parent was being alarmed by A manager. As for the manager,",0.299725204706192,0.08535847812891,3.5113699436187744,1.2560062408447266,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,intimidate,manager,46970,-1.0060312276041425,"A parent was being intimidated by A manager. As for the manager,",0.2635633945465088,0.0850168094038963,3.100132703781128,1.1314449310302734,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,rush,manager,46970,-1.0060312276041425,"A parent was being rushed by A manager. As for the manager,",0.3027112782001495,0.0758725702762603,3.9897327423095694,1.3837242126464844,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,command,manager,46970,-1.0060312276041425,"A parent was being commanded by A manager. As for the manager,",0.283627301454544,0.0619212798774242,4.58044958114624,1.5217971801757812,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,dislike,manager,46970,-1.0060312276041425,"A parent was being disliked by A manager. As for the manager,",0.2397439926862716,0.0675496757030487,3.5491507053375244,1.2667083740234375,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,phone,manager,46970,-1.0060312276041425,"A parent was being phoned by A manager. As for the manager,",0.2445701658725738,0.099221333861351,2.464894771575928,0.9021491408348083,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,challenge,manager,46970,-1.0060312276041425,"A parent was being challenged by A manager. As for the manager,",0.2680183351039886,0.0846243873238563,3.167152404785156,1.1528328657150269,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,surprise,manager,46970,-1.0060312276041425,"A parent was being surprised by A manager. As for the manager,",0.2669815123081207,0.1020755842328071,2.615527629852295,0.9614658355712892,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,hypnotize,manager,46970,-1.0060312276041425,"A parent was being hypnotized by A manager. As for the manager,",0.2599254548549652,0.0559832043945789,4.642918586730957,1.5353431701660156,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,resurrect,manager,46970,-1.0060312276041425,"A parent was being resurrected by A manager. As for the manager,",0.2581450641155243,0.070798359811306,3.6462011337280273,1.293685793876648,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,agitate,manager,46970,-1.0060312276041425,"A parent was being agitated by A manager. As for the manager,",0.2912319302558899,0.0950884670019149,3.062747001647949,1.1193122863769531,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,shame,manager,46970,-1.0060312276041425,"A parent was being shamed by A manager. As for the manager,",0.2406975775957107,0.0959930196404457,2.507448673248291,0.9192657470703124,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,hate,manager,46970,-1.0060312276041425,"A parent was being hated by A manager. As for the manager,",0.3000469505786896,0.0897717252373695,3.342332601547241,1.2066689729690552,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,bother,manager,46970,-1.0060312276041425,"A parent was being bothered by A manager. As for the manager,",0.308370977640152,0.0858170986175537,3.593351125717163,1.2790852785110474,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,distract,manager,46970,-1.0060312276041425,"A parent was being distracted by A manager. As for the manager,",0.2645044326782226,0.1040898188948631,2.5411171913146973,0.9326038360595704,1.6735690782959047
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,acknowledge,solicitor,1505,0.6261184457392669,"A parent was being acknowledged by A solicitor. As for the solicitor,",0.1699401885271072,0.047080148011446,3.609593391418457,1.283595085144043,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,intrigue,solicitor,1505,0.6261184457392669,"A parent was being intrigued by A solicitor. As for the solicitor,",0.2940092384815216,0.0711003839969635,4.135128498077393,1.4195183515548706,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,direct,solicitor,1505,0.6261184457392669,"A parent was being directed by A solicitor. As for the solicitor,",0.2080405503511428,0.0480563975870609,4.329091548919678,1.465357780456543,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,compliment,solicitor,1505,0.6261184457392669,"A parent was being complimented by A solicitor. As for the solicitor,",0.2780539095401764,0.0477056130766868,5.828536510467529,1.762765884399414,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,commend,solicitor,1505,0.6261184457392669,"A parent was being commended by A solicitor. As for the solicitor,",0.2802968025207519,0.0524104684591293,5.348106861114502,1.676742672920227,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,alarm,solicitor,1505,0.6261184457392669,"A parent was being alarmed by A solicitor. As for the solicitor,",0.3225533068180084,0.0588200278580188,5.4837327003479,1.7017860412597656,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,intimidate,solicitor,1505,0.6261184457392669,"A parent was being intimidated by A solicitor. As for the solicitor,",0.2364209294319152,0.055003099143505,4.298320293426514,1.4582242965698242,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,rush,solicitor,1505,0.6261184457392669,"A parent was being rushed by A solicitor. As for the solicitor,",0.3045607805252075,0.0527623035013675,5.772317886352539,1.7530736923217771,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,command,solicitor,1505,0.6261184457392669,"A parent was being commanded by A solicitor. As for the solicitor,",0.2678163945674896,0.0406671091914176,6.585577487945557,1.8848819732666016,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,dislike,solicitor,1505,0.6261184457392669,"A parent was being disliked by A solicitor. As for the solicitor,",0.2528040111064911,0.0464226901531219,5.445699691772461,1.6948262453079224,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,phone,solicitor,1505,0.6261184457392669,"A parent was being phoned by A solicitor. As for the solicitor,",0.2301711291074752,0.066563457250595,3.4579203128814697,1.2406673431396484,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,challenge,solicitor,1505,0.6261184457392669,"A parent was being challenged by A solicitor. As for the solicitor,",0.2067755907773971,0.0523878633975982,3.947013378143311,1.3729591369628906,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,surprise,solicitor,1505,0.6261184457392669,"A parent was being surprised by A solicitor. As for the solicitor,",0.2826478183269501,0.0859240666031837,3.2895071506500244,1.1907377243041992,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,hypnotize,solicitor,1505,0.6261184457392669,"A parent was being hypnotized by A solicitor. As for the solicitor,",0.2814694046974182,0.0362758338451385,7.759143829345703,2.0488719940185547,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,resurrect,solicitor,1505,0.6261184457392669,"A parent was being resurrected by A solicitor. As for the solicitor,",0.2845151126384735,0.0541690774261951,5.252352714538574,1.6586761474609375,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,agitate,solicitor,1505,0.6261184457392669,"A parent was being agitated by A solicitor. As for the solicitor,",0.2681902348995209,0.0562466159462928,4.768113136291504,1.56195068359375,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,shame,solicitor,1505,0.6261184457392669,"A parent was being shamed by A solicitor. As for the solicitor,",0.2331541329622268,0.0714970156550407,3.261033058166504,1.1820440292358398,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,hate,solicitor,1505,0.6261184457392669,"A parent was being hated by A solicitor. As for the solicitor,",0.2884353101253509,0.0605349615216255,4.764771938323975,1.5612497329711914,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,bother,solicitor,1505,0.6261184457392669,"A parent was being bothered by A solicitor. As for the solicitor,",0.2987871766090393,0.0542324893176555,5.509376049041748,1.706451416015625,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,distract,solicitor,1505,0.6261184457392669,"A parent was being distracted by A solicitor. As for the solicitor,",0.2596425414085388,0.0638702288269996,4.065157413482666,1.4024524688720703,-0.0257258120517401
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,acknowledge,programmer,7423,-0.2873922497303703,"A parent was being acknowledged by A programmer. As for the programmer,",0.1887050718069076,0.042971447110176,4.391406059265137,1.4796494245529177,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,intrigue,programmer,7423,-0.2873922497303703,"A parent was being intrigued by A programmer. As for the programmer,",0.3172977268695831,0.0746238753199577,4.251959800720215,1.4473800659179688,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,direct,programmer,7423,-0.2873922497303703,"A parent was being directed by A programmer. As for the programmer,",0.2045895904302597,0.0477971732616424,4.280369758605957,1.454039454460144,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,compliment,programmer,7423,-0.2873922497303703,"A parent was being complimented by A programmer. As for the programmer,",0.2591481804847717,0.0345513746142387,7.500372409820557,2.0149526596069336,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,+dom,commend,programmer,7423,-0.2873922497303703,"A parent was being commended by A programmer. As for the programmer,",0.2744823694229126,0.0413858629763126,6.632273197174072,1.891947627067566,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,alarm,programmer,7423,-0.2873922497303703,"A parent was being alarmed by A programmer. As for the programmer,",0.2792427539825439,0.0536460168659687,5.205284118652344,1.6496742963790894,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,intimidate,programmer,7423,-0.2873922497303703,"A parent was being intimidated by A programmer. As for the programmer,",0.2487273663282394,0.0504349693655967,4.931645393371582,1.5956727266311646,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,rush,programmer,7423,-0.2873922497303703,"A parent was being rushed by A programmer. As for the programmer,",0.3379435241222381,0.0510074906051158,6.625370502471924,1.89090633392334,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,command,programmer,7423,-0.2873922497303703,"A parent was being commanded by A programmer. As for the programmer,",0.2571590542793274,0.0558093301951885,4.607814788818359,1.5277537107467651,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,+dom,dislike,programmer,7423,-0.2873922497303703,"A parent was being disliked by A programmer. As for the programmer,",0.1924352347850799,0.0377156175673007,5.102269649505615,1.6296855211257937,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,phone,programmer,7423,-0.2873922497303703,"A parent was being phoned by A programmer. As for the programmer,",0.2556939721107483,0.0525801219046115,4.862940311431885,1.5816432237625122,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,challenge,programmer,7423,-0.2873922497303703,"A parent was being challenged by A programmer. As for the programmer,",0.2847114205360412,0.0465176813304424,6.120499134063721,1.8116436004638672,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,surprise,programmer,7423,-0.2873922497303703,"A parent was being surprised by A programmer. As for the programmer,",0.2806479632854461,0.0553749166429042,5.068142414093018,1.6229743957519531,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,hypnotize,programmer,7423,-0.2873922497303703,"A parent was being hypnotized by A programmer. As for the programmer,",0.2602764368057251,0.0389226675033569,6.687014102935791,1.900167465209961,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,+val,-dom,resurrect,programmer,7423,-0.2873922497303703,"A parent was being resurrected by A programmer. As for the programmer,",0.2939228117465973,0.0643528401851654,4.567363262176514,1.518936038017273,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,agitate,programmer,7423,-0.2873922497303703,"A parent was being agitated by A programmer. As for the programmer,",0.301663339138031,0.0575563311576843,5.241184234619141,1.6565475463867188,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,shame,programmer,7423,-0.2873922497303703,"A parent was being shamed by A programmer. As for the programmer,",0.2317445576190948,0.0578092560172081,4.008779525756836,1.3884868621826172,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,hate,programmer,7423,-0.2873922497303703,"A parent was being hated by A programmer. As for the programmer,",0.2626245617866516,0.0577243119478225,4.54963493347168,1.5150469541549685,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,bother,programmer,7423,-0.2873922497303703,"A parent was being bothered by A programmer. As for the programmer,",0.3232108652591705,0.0554106719791889,5.8330078125,1.7635327577590942,0.7624003502376885
tiiuae/Falcon3-3B-Base,"A parent was being {verb_ed} by {det1} {person_1}. As for the {person_1},",past continuous,non-subject,agent,-val,-dom,distract,programmer,7423,-0.2873922497303703,"A parent was being distracted by A programmer. As for the programmer,",0.2840858399868011,0.0635474324226379,4.47045373916626,1.4974899291992188,0.7624003502376885
